License_Number,Hospital_Name,Year,City,FICA,State_Unemployment_Compensation,Worker_s_Compensation,Group_Health_Insurance,Group_Life_Insurance,Pension___Retirement,Other_Employee_Benefits,Total_Employee_Benefits,Building_Rent_Lease,Equipment_Rent_Lease,Total_Rent_Lease,Fixed_Assets_Depreciation_Expense_Beginning_Balance_Land,Fixed_Assets_Additions_Land,Fixed_Assets_Retirememts_Land,Fixed_Assets_Ending_Balance_Land,Fixed_Assets_Beginning_Balance_Land_Improvements,Fixed_Assets_Additions_Land_Improvements,Fixed_Assets_Retirememts_Land_Improvements,Fixed_Assets_Ending_Balance_Land_Improvements,Fixed_Assets_Beginning_Balance_Buildings,Fixed_Assets_Additions_Buildings,Fixed_Assets_Retirememts_Buildings,Fixed_Assets_Ending_Balance_Buildings,Fixed_Assets_Beginning_Balance_Fixed_Equip_Building_Service,Fixed_Assets_Additions_Fixed_Equipment_Building_Service,Fixed_Assets_Retirememts_Fixed_Equipment_Building_Service,Fixed_Assets_Ending_Balance_Fixed_Equip_Building_Services,Fixed_Assets_Beginning_Balance_Fixed_Equipment_Other,Fixed_Assets_Additions_Fixed_Equipment_Other,Fixed_Assets_Retirememts_Fixed_Equipment_Other,Fixed_Assets_Ending_Balance_Fixed_Equipment_Other,Fixed_Assets_Beginning_Balance_Equipment_Major_Moveable,Fixed_Assets_Additions_Equipment_Major_Moveable,Fixed_Assets_Retirememts_Equipment_Major_Moveable,Fixed_Assets_Ending_Balance_Equipment_Major_Moveable,Fixed_Assets_Beginning_Balance_Equipment_Minor_Moveable,Fixed_Assets_Additions_Equipment_Minor_Moveable,Fixed_Assets_Retirememts_Equipment_Minor_Moveable,Fixed_Assets_Ending_Balance_Equipment_Minor_Moveable,Fixed_Assets_Beginning_Balance_Leasehold_Improvements,Fixed_Assets_Additions_Leasehold_Improvements,Fixed_Assets_Retirememts_Leasehold_Improvements,Fixed_Assets_Ending_Balance_Leasehold_Improvements,Fixed_Assets_Beginning_Balance_Construction_in_Progress,Fixed_Assets_Additions_Construction_in_Progress,Fixed_Assets_Retirememts_Construction_in_Progress,Fixed_Assets_Ending_Balance_Construction_in_Progress,Fixed_Assets_Total_Beginning_Balance,Fixed_Assets_Total_Additions,Fixed_Assets_Total_Retirememts,Fixed_Assets_Total_Ending_Balance,Accumulated_Depreciation_Beginning_Balance_Land,Accumulated_Depreciation_Provision_Land,Accumulated_Depreciation_Retirements_Land,Accumulated_Depreciation_Ending_Balance_Land,Accumulated_Depreciation_Beginning_Balance_Land_Improvements,Accumulated_Depreciation_Provision_Land_Improvements,Accumulated_Depreciation_Retirements_Land_Improvements,Accumulated_Depreciation_Ending_Balance_Land_Improvements,Accumulated_Depreciation_Beginning_Balance_Buildings,Accumulated_Depreciation_Provision_Buildings,Accumulated_Depreciation_Retirements_Buildings,Accumulated_Depreciation_Ending_Balance_Buildings,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Building_Services,Accumulated_Depreciation_Provision_Fixed_Equip_Building_Services,Accumulated_Depreciation_Retirements_Fixed_Equip_Building_Services,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Building_Services,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Other,Accumulated_Depreciation_Provision_Fixed_Equip_Other,Accumulated_Depreciation_Retirements_Fixed_Equip_Other,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Other,Accumulated_Depreciation_Beginning_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Provision_Equipment_Major_Moveable,Accumulated_Depreciation_Retirements_Equipment_Major_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Beginning_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Provision_Equipment_Minor_Moveable,Accumulated_Depreciation_Retirements_Equipment_Minor_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Beginning_Balance_Leasehold_Improvements,Accumulated_Depreciation_Provision_Leasehold_Improvements,Accumulated_Depreciation_Retirements_Leasehold_Improvements,Accumulated_Depreciation_Ending_Balance_Leasehold_Improvements,Accumulated_Depreciation_Beginning_Balance_Construction_in_Progress,Accumulated_Depreciation_Provision_Construction_in_Progress,Accumulated_Depreciation_Retirements_Construction_in_Progress,Accumulated_Depreciation_Ending_Balance_Construction_in_Progress,Accumulated_Depreciation_Total_Beginning_Balance,Accumulated_Depreciation_Total_Provision,Accumulated_Depreciation_Total_Retirements,Total_Ending_Balance,Total_Insurance_Malpractice,Total_Insurance_Other,Total_Insurance,License_Fees,Taxes_Other_than_Income,Other_Licenses___Taxes,Total_Licenses___Taxes,Total_Interest_Working_Cap,Total_Interest_Other,Total_Interest_Expense,Provision_for_Bad_Debt,Medicare_Contractuals_,Medicaid_Contractuals,Workers_Comp_,Other_Government_Programs,Negotiated_Rate_,Other_Contractuals,Total_Contractual_Adjustments,Number_of_Charity_Care_Patients_,Total_Charity_Care,Other_Deductions,Total_Deductions_from_Revenue
161,Kadlec Regional Medical Center,2021,Richland,18418522,-81623,-382460,16500,0,5061960,484542,23517441,16048060,1848325,17896385,10370343,0,-16149,10354194,0,0,0,0,200218499,4158583,-45885,204331197,0,0,0,0,22929482,60649,0,22990131,112000390,13686475,2170472,127857337,0,0,0,0,4112920,104640,0,4217560,21613893,-17993755,-12757333,-9137195,371245527,16592,-10648895,360613224,0,0,0,0,0,0,0,0,37423511,6311837,-207268,43528080,0,0,0,0,6143225,1459184,0,7602409,75738892,10164621,2488126,88391639,0,0,0,0,2195139,298950,-8163,2485926,0,0,0,0,121500767,121500767,121500767,364502301,73962,75736,149698,1127384,19875246,0,21002630,562299,10053090,10615389,13699653,670976480,354371663,20448063,53639108,356571120,2111644,1458118078,2960,36553714,0,1508371445
162,Sacred Heart Medical Center,2021,Spokane,23339754,41976,-445090,48200,0,7045495,345093,30375428,3796992,4933040,8730032,9445545,0,0,9445545,21279519,0,0,21279519,366800454,283891,157139,367241484,0,0,0,0,13959218,0,0,13959218,214419503,15079517,-90212,229408808,0,0,0,0,258775,0,0,258775,12215605,-15454303,-15206579,-18445277,638378619,-90895,-15139652,623148072,0,0,0,0,0,0,0,0,248303579,9960421,4962,258268962,0,0,0,0,11143859,774161,0,11918020,189991010,8369636,0,198360646,0,0,0,0,20923684,326684,-2916,21247452,0,0,0,0,470362132,470362132,470362132,1411086396,0,0,0,198793,27671335,0,27870128,-782248,6529954,5747706,7387710,879943098,554879121,13774443,102436313,413999999,6752654,1971785628,1516,28583389,0,2007756727
164,EvergreenHealth Kirkland / King Country Public Ho,2021,Kirkland,27566399,11058,2813235,48803374,206869,21453089,1573712,102427736,13656735,3123056,16779791,4913660,0,0,4913660,13123911,0,2805,13126716,340376358,18633496,683557,359693411,130279560,3839889,350948,134470397,23123,0,12522,35645,301103323,19964651,31909848,352977822,0,0,0,0,39940622,71762,156740,40169124,24573853,55099847,46387444,126061144,854334410,97609645,79503864,1031447919,0,0,0,0,11308055,355809,2805,11666669,182460179,11974387,683557,195118123,96254498,4414448,350948,101019894,21268,530,12522,34320,230163888,19085474,31274217,280523579,0,0,0,0,23969317,2470979,156740,26597036,0,0,0,0,544177205,544177205,544177205,1632531615,1412203,1832793,3244996,469973,6802635,0,7272608,9081161,0,9081161,16930347,636075632,146018542,9103062,8198226,502508168,465710,1302369340,3855,8445088,4732488,1332477263
165,Lake Chelan Health,2021,Chelan,982803,150527,61098,3522774,0,222933,-1858310,3081825,0,431262,431262,4168630,0,0,4168630,619271,0,0,619271,6122529,5063,0,6127592,0,0,0,0,0,0,0,0,6639417,641876,0,7281293,2069242,60215,0,2129457,0,0,0,0,3897693,16484465,0,20382158,23516782,17191619,0,40708401,0,0,0,0,488458,9706,0,498164,4463184,138084,0,4601268,889721,17059,0,906780,0,0,0,0,7314897,559884,165811,8040592,0,0,0,0,0,0,0,0,0,0,0,0,13156260,13156260,13156260,39468780,214069,64369,278438,0,130621,0,130621,1193068,5385,1198453,1249755,5653296,4834811,0,0,5123905,0,15612012,169,382395,0,17244162
168,Confluence Health: Central Washington Hospital,2021,Wenatchee,9520706,233864,1337886,22779342,82683,6965910,299500,41219891,2665693,0,2665693,8276004,0,0,8276004,5080099,0,0,5080099,137027775,0,639229,137667004,78248522,0,409804,78658326,0,0,0,0,117152579,16148783,13459410,146760772,0,0,0,0,0,0,0,0,16078670,0,7407355,23486025,361863649,16148783,21915798,399928230,0,0,0,0,3814455,135145,0,3949600,58507814,3463094,548547,62519455,51493593,2795653,367132,54656378,0,0,0,0,100741118,4873697,13267207,118882022,0,0,0,0,0,0,0,0,0,0,0,0,214556980,214556980,214556980,643670940,3632380,0,3632380,246943,3898629,7060696,11206268,4299241,5225,4304466,5329840,467590455,179232313,7103303,0,0,95365787,749291858,0,10290231,23201729,788113658
170,PeaceHealth Southwest Medical Center,2021,Vancouver,19460762,338194,1804972,32784782,235628,18916793,1803206,75344337,10740696,2890678,13631374,41708755,0,331367,42040122,6837783,0,0,6837783,292560778,2572984,0,295133762,0,0,0,0,46136029,7019777,0,53155806,202555233,26029469,5632875,234217577,0,0,0,0,17580994,121829,0,17702823,2129535,3456273,0,5585808,609509107,39200332,5964242,654673681,0,0,0,0,5945739,198713,0,6144452,170831643,9128166,0,179959809,0,0,0,0,28296656,2188967,0,30485623,166017241,13815479,3041581,182874301,0,0,0,0,5638606,846869,0,6485475,0,0,0,0,376729885,376729885,376729885,1130189655,4517843,1384583,5902426,358694,19492019,0,19850713,0,688278,688278,23017541,880776795,356992942,11791310,55345003,273402427,14812413,1593120890,23513,38477617,966223,1655582271
172,Public Hospital District #1-A of Whitman County,2021,Pullman,2348517,34980,159615,4033004,11184,1008719,1028036,8624055,201454,499890,701344,1813305,0,0,1813305,3693473,111850,32535,3837858,18503275,0,82983,18586258,15793528,29155,46349,15869032,1055890,0,2639,1058529,15652435,1995808,1100129,18748372,0,0,0,0,0,104566,0,104566,71148,1943653,680205,2695006,56583054,4185032,1944840,62712926,0,0,0,0,1915178,106159,32535,2053872,4926429,747868,82983,5757280,12349055,498135,46349,12893539,924344,14303,2639,941286,11705954,1259666,1088513,14054133,0,0,0,0,0,8341,0,8341,0,0,0,0,31820960,31820960,31820960,95462880,126727,156513,283240,2268,784958,0,787226,491596,667,492263,740675,28319452,10846897,724891,706446,0,31078364,71676050,1304,712467,608116,73737308
173,Arbor Health,2021,Morton,1130272,-102884,277356,1966789,116318,571382,184530,4143763,0,253016,253016,998600,0,0,998600,1426739,0,0,1426739,17436121,3249854,0,20685975,0,0,0,0,2677876,0,63456,2741332,8189866,659844,0,8849710,0,0,0,0,0,0,0,0,492571,0,380237,872808,31221773,3909698,443693,35575164,0,0,0,0,1111492,47904,0,1159396,12459420,588791,0,13048211,0,0,0,0,1837991,48966,0,1886957,6896571,191291,0,7087862,0,0,0,0,0,0,0,0,0,0,0,0,22305474,22305474,22305474,66916422,110493,136454,246947,9793,282760,22744,315297,0,426765,426765,653074,5684480,5132182,494176,0,0,4291010,15601848,0,417768,598810,17271500
175,Mary Bridge Children's Hospital,2021,Tacoma,7200602,0,0,11633547,0,0,5345783,24179932,5316906,20691,5337597,774202,0,0,774202,472407,0,0,472407,143671118,634829,3649938,147955885,0,0,0,0,3386537,17442,961587,4365566,37350207,1711817,42538,39104562,0,0,0,0,10983364,186421,182762,11352547,0,0,0,0,196637835,2550509,4836825,204025169,0,0,0,0,405873,9947,0,415820,55185734,4728572,3649938,63564244,0,0,0,0,3161474,70799,961587,4193860,27032966,2569102,42538,29644606,0,0,0,0,3307246,1031062,182762,4521070,0,0,0,0,89093293,89093293,89093293,267279879,5512007,0,5512007,241585,3290905,0,3532490,0,2861613,2861613,6648925,225532,326203765,19106,11430158,0,227663906,565542467,2797,5691287,5372645,583255324
176,Tacoma General / Allenmore,2021,Tacoma,22616204,0,0,38354894,0,0,18688522,79659620,5242549,2663052,7905601,5728063,0,0,5728063,3311378,0,0,3311378,637955363,30709490,48264155,716929008,0,0,0,0,42763774,1476009,9449286,53689069,235493375,13702012,7879323,257074710,0,0,0,0,15030774,-413723,348491,14965542,0,0,0,0,940282727,45473788,65941255,1051697770,0,0,0,0,2188015,208933,0,2396948,349135658,23671337,48150791,420957786,0,0,0,0,34063860,1676680,9449286,45189826,196376810,9865331,7850945,214093086,0,0,0,0,10392943,-411015,348491,10330419,0,0,0,0,592157286,592157286,592157286,1776471858,12128499,0,12128499,289693,7203546,0,7493239,0,9404393,9404393,21476430,1135003707,718768960,30269487,37041730,0,893460635,2814544519,20604,64158323,38876902,2939056174
180,VALLEY HOSPITAL AND MEDICAL CENTER,2021,Spokane,3878087,0,0,5293087,0,0,3117415,12288589,240433,375056,615489,8979210,0,0,8979210,766764,0,0,766764,33941319,0,0,33941319,0,0,0,0,1207213,0,0,1207213,21450305,1263945,0,22714250,0,0,0,0,135000,0,115000,250000,0,0,0,0,66479811,1263945,115000,67858756,0,0,0,0,383382,109538,0,492920,5818916,1796580,0,7615496,0,0,0,0,327175,119108,0,446283,10612897,2764973,0,13377870,0,0,0,0,65208,17262,72560,155030,0,0,0,0,17207578,17207578,17207578,51622734,1322842,0,1322842,57227,1020377,0,1077604,0,2933948,2933948,4913034,239809132,109549218,8786095,9470790,0,167806669,535421904,4562,12377909,5886646,558599493
183,Auburn Medical Center,2021,Auburn,6063792,0,0,9227834,0,0,4291198,19582824,312565,1091516,1404081,10662100,102539,0,10764639,25230,0,0,25230,144312755,1847635,0,146160390,0,0,0,0,5923783,336345,0,6260128,44368499,2425884,7154661,53949044,0,0,0,0,2243865,29772,0,2273637,0,0,0,0,207536232,4742175,7154661,219433068,0,0,0,0,17144,2770,0,19914,48067213,184554,0,48251767,0,0,0,0,1884536,468019,0,2352555,33406180,1451381,6976137,41833698,0,0,0,0,1232321,-48439,0,1183882,0,0,0,0,84607394,84607394,84607394,253822182,1803176,0,1803176,110886,1404582,0,1515468,0,3436426,3436426,8591050,269274687,194092911,13979458,75893324,0,99787180,653027560,4315,17396053,10288687,689303350
186,Grays Harbor Count,2021,Elma,1381217,24489,135528,3593421,240631,298628,470764,6144678,19950,139276,159226,1652029,0,0,1652029,4407786,32910,0,4440696,43430486,411617,0,43842103,0,0,0,0,0,0,0,0,11175216,2689281,0,13864497,0,0,0,0,0,0,0,0,16102,646070,0,662172,60681619,3779878,0,64461497,0,0,0,0,998248,367554,0,1365802,14761253,2065982,0,16827235,0,0,0,0,0,0,0,0,5108536,834428,0,5942964,0,0,0,0,0,0,0,0,0,0,0,0,20868037,20868037,20868037,62604111,334944,0,334944,601935,0,0,601935,1741644,0,1741644,3316067,28443131,22298457,0,0,0,12016832,62758420,3011,1956179,738155,68768821
191,Providence Centralia Hospital,2021,Centralia,4666650,-15310,-84669,0,0,1232963,85114,5884748,3048576,352582,3401158,1127060,0,0,1127060,1145175,0,0,1145175,34246228,395511,0,34641739,0,0,0,0,12453451,80012,0,12533463,42269646,1034382,0,43304028,0,0,0,0,1085431,0,0,1085431,1726470,-1509905,-4135077,-3918512,94053461,0,-4135077,89918384,0,0,0,0,0,0,0,0,21839682,1751280,0,23590962,0,0,0,0,11485143,242960,0,11728103,37271924,1950733,1931,39224588,0,0,0,0,1944933,242920,0,2187853,0,0,0,0,72541682,72541682,72541682,217625046,0,3399,3399,89891,4524689,0,4614580,1194784,478340,1673124,4616571,403975783,156980162,5051093,35795017,84878759,1278589,687959403,1171,12731253,0,705307227
193,MOUNT CARMEL HOSPITAL,2021,Colville,1376356,3112,-29012,0,0,398744,39219,1788419,63034,96138,159172,169015,0,0,169015,3486637,0,0,3486637,40012602,37965,0,40050567,0,0,0,0,1054204,0,0,1054204,14371267,107626,0,14478893,0,0,0,0,26134,0,0,26134,345504,-145591,-1481211,-1281298,59465363,0,-1481211,57984152,0,0,0,0,0,0,0,0,17427124,1019585,0,18446709,0,0,0,0,865363,53373,0,918736,12650676,480577,-2,13131251,0,0,0,0,3491242,1860,0,3493102,0,0,0,0,34434405,34434405,34434405,103303215,0,0,0,40729,387267,0,427996,6989,996979,1003968,847275,34060389,17471835,749962,4130946,4501665,283131,61197928,340,1491735,0,63536938
194,PROVIDENCE ST JOSEPH HOSPITAL,2021,Chewelah,532374,11888,-10901,0,0,141575,8604,683540,0,38337,38337,164422,0,0,164422,274692,0,0,274692,5519542,33961,0,5553503,0,0,0,0,2102471,0,0,2102471,6531892,13504,0,6545396,0,0,0,0,0,0,0,0,72860,-46637,-704989,-678766,14665879,828,-704989,13961718,0,0,0,0,0,0,0,0,4707531,131366,0,4838897,0,0,0,0,2078694,17418,0,2096112,6113079,130226,0,6243305,0,0,0,0,253231,5854,0,259085,0,0,0,0,13152535,13152535,13152535,39457605,0,0,0,18781,94108,0,112889,1346,160866,162212,220742,9935739,4308869,220797,1060407,1115530,38432,16679774,141,566919,0,17467435
197,Capital Medical Center,2021,Olympia,2834219,138664,135943,2673468,14031,0,908305,6704630,8828029,2480724,11308753,3160000,2014183,0,5174183,710000,0,710000,1420000,38437221,112105455,0,150542676,0,0,0,0,21106338,0,19636290,40742628,13488264,0,1209691,14697955,7501032,0,7501032,15002064,4521546,0,3228691,7750237,716299,0,716299,1432598,89640700,114119638,33002003,236762341,0,0,0,0,414166,0,414166,828332,7719190,0,6994824,14714014,0,0,0,0,3539791,0,3433558,6973349,7763943,0,6189515,13953458,3130334,0,3130334,6260668,1553082,0,1423796,2976878,0,0,0,0,24120506,24120506,24120506,72361518,125963,25330,151293,141081,2184476,976371,3301928,0,2513722,2513722,4902044,170423052,4846566,5167929,15820984,0,297296787,493555318,5,2339058,0,500796420
198,Astria Sunnyside Hospital,2021,Sunnyside,1888367,98575,311158,1727227,0,866403,10891,4902621,578973,352777,931750,1057687,4014662,0,5072349,1564552,0,133642,1698194,25465391,0,561782,26027173,3922094,0,1104815,5026909,0,0,0,0,25301993,1821073,0,27123066,0,0,0,0,114060,0,114060,228120,13934897,0,13934897,27869794,71360674,5835735,15849196,93045605,0,0,0,0,1285829,0,219396,1505225,15373586,980382,0,16353968,2452835,127237,0,2580072,0,0,0,0,21225836,1656107,0,22881943,0,0,0,0,256285,0,256285,512570,0,0,0,0,40594371,40594371,40594371,121783113,1679988,24243,1704231,640550,266542,0,907092,4558415,21601,4580016,13892281,82081900,71942968,4145002,0,11651097,0,169820967,0,2096011,0,185809259
199,ASTRIA TOPPENISH HOSPITAL,2021,Toppenish,1232589,87295,308484,1534503,0,521865,-50,3684686,751749,84735,836484,550000,0,0,550000,26953,0,0,26953,7958259,76584,0,8034843,0,0,0,0,0,0,0,0,1689983,569817,0,2259800,388076,89389,0,477465,0,0,0,0,55076,200296,0,255372,10668347,936086,0,11604433,0,0,0,0,2660,1497,0,4157,1525193,407427,0,1932620,0,0,0,0,0,0,0,0,1118130,330724,0,1448854,177278,35321,0,212599,0,0,0,0,0,0,0,0,2823261,2823261,2823261,8469783,412037,7932,419969,798330,465051,0,1263381,2536680,7037,2543717,15492723,36583231,61124291,0,0,0,21147592,118855114,0,838895,0,135186732
201,St. Francis Hospital,2021,Federal Way,7800070,637956,551579,13439952,222102,5465280,1500541,29617480,6910813,1305221,8216034,7206097,0,0,7206097,2932921,6259,0,2939180,55434844,0,0,55434844,9047593,83467,0,9131060,22650662,328196,546,22979404,116791106,6450517,4973946,128215569,0,0,0,0,16194763,1384040,41278,17620081,1165754,549210,0,1714964,231423740,8801689,5015770,245241199,0,0,0,0,2264399,110470,0,2374869,21470604,1661185,0,23131789,2502095,797908,-6724,3293279,17002334,645276,-12385,17635225,92388566,11246476,7603763,111238805,0,0,0,0,10482426,1457980,-329101,11611305,0,0,0,0,146110424,146110424,146110424,438331272,2611551,255766,2867317,106992,8915893,0,9022885,0,49492,49492,14736702,548206703,305006088,0,52437651,286613590,23125452,1215389484,7779,21711810,17926454,1269764450
204,Fred Hutchinson Cancer Center,2021,Seattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Confluence Health: Wenatchee Valley Hospital,2021,Wenatchee,5597639,27308,671317,13715008,52347,4255116,1881676,26200411,8566046,29571,8595617,239994,0,0,239994,418498,0,0,418498,651774,0,0,651774,3408465,9295,0,3417760,4228818,0,0,4228818,17278369,5368173,670908,23317450,0,0,0,0,0,0,0,0,10422821,1309056,0,11731877,36648739,6686524,670908,44006171,0,0,0,0,172322,31283,0,203605,79880,6000,0,85880,826677,203985,-2866,1027796,2339454,243880,0,2583334,11864205,1831215,717451,14412871,0,0,0,0,0,0,0,0,0,0,0,0,15282538,15282538,15282538,45847614,1510289,314761,1825050,133438,3499998,0,3633436,990763,0,990763,2366517,145147381,72271709,6789949,0,0,54112604,278321643,0,5184192,8290655,294163007
206,PeaceHealth United General Medical Center,2021,Sedro-Woolley,1859104,16683,206891,3285728,21460,1322523,211866,6924255,1343337,574201,1917538,0,0,0,0,0,0,0,0,9000000,840511,0,9840511,0,0,0,0,0,1920149,0,1920149,10057340,1989855,0,12047195,0,0,0,0,3960829,1121858,0,5082687,241875,2623456,0,2865331,23260044,8495829,0,31755873,0,0,0,0,0,0,0,0,1875000,357883,0,2232883,0,0,0,0,22319,138285,0,160604,4214785,1597609,0,5812394,0,0,0,0,328733,479579,0,808312,0,0,0,0,6440837,6440837,6440837,19322511,166161,149328,315489,82168,437584,0,519752,0,0,0,654923,54375730,23479316,854016,2918109,15549676,266940,97443787,4710,4295153,-18372,102375491
207,SKAGIT REGIONAL HEALTH,2021,MT. VERNON,13837346,532854,2063706,19370267,373436,9039936,5367639,50585184,7067749,2047145,9114894,11712330,0,0,11712330,7334055,0,0,7334055,135168837,578253,0,135747090,0,0,0,0,23227544,32640,31163,23291347,130227537,5371460,5105267,140704264,2165698,0,5596,2171294,10265615,6081,0,10271696,811001,-60668,0,750333,320912617,5927766,5142026,331982409,0,0,0,0,4238290,263671,0,4501961,71802517,4939928,0,76742445,0,0,0,0,19664355,526790,31163,20222308,81338541,10110651,5049980,96499172,2165698,0,0,2165698,6178558,671852,0,6850410,0,0,0,0,185387959,185387959,185387959,556163877,5022994,1374364,6397358,1793462,2768515,0,4561977,0,6057214,6057214,7364012,524213944,208596819,10732026,53592993,194170465,1650378,992956625,4145,11102778,0,1011423415
208,Legacy Salmon Creek Medical Center,2021,Vancouver,13008329,448394,1454326,27670174,0,10946387,232827,53760437,3133161,654150,3787311,10473157,0,0,10473157,0,0,0,0,247743470,1032284,0,248775754,0,0,0,0,0,0,0,0,82237927,1779798,432770,84450495,0,0,0,0,0,0,0,0,1182857,3335119,2807723,7325699,341637411,6147201,3240493,351025105,0,0,0,0,78050,28162,0,106212,129203442,7408661,0,136612103,0,0,0,0,0,0,0,0,66984900,4831131,409222,72225253,0,0,0,0,0,0,0,0,0,0,0,0,196266392,196266392,196266392,588799176,3872304,313728,4186032,55640,14680974,0,14736614,0,0,0,11208987,392632618,196409020,0,0,0,179415094,768456732,0,18776987,0,798442706
209,St. Anthony Hospital,2021,Gig Harbor,593422,1842,62736,851101,6677,518864,67257,2101899,0,110965,110965,0,0,0,0,1615035,0,0,1615035,11330143,0,0,11330143,0,0,0,0,10874224,262737,0,11136961,5546869,797219,0,6344088,0,0,0,0,0,0,0,0,6189,7423,0,13612,29372460,1067379,0,30439839,0,0,0,0,1042699,67611,0,1110310,2320820,289856,0,2610676,0,0,0,0,2811735,419548,0,3231283,4528727,451996,0,4980723,0,0,0,0,0,0,0,0,0,0,0,0,10703981,10703981,10703981,32111943,81586,52469,134055,46248,137622,0,183870,0,0,0,-90679,8935157,4127681,110435,194539,805637,63913,14237362,2064,955621,15683,15117987
210,Swedish Issaquah,2021,Issaquah,5458157,0,0,0,0,5208836,85346,10752339,2969782,579687,3549469,46315058,0,0,46315058,0,0,0,0,305981688,3549262,482114,310013064,2049293,109048,21780,2180121,0,0,0,0,100902301,3018380,0,103920681,0,0,0,0,2123130,0,0,2123130,5281472,-6676691,-2738119,-4133338,462652942,-1,-2234225,460418716,0,0,0,0,486551,106622,0,593173,94536404,11909106,0,106445510,0,0,0,0,442980,260522,-1089,702413,86818419,3468374,-19191,90267602,0,0,0,0,0,0,0,0,0,0,0,0,182284354,182284354,182284354,546853062,0,0,0,89794,7712914,0,7802708,-1551846,13708515,12156669,-2760795,262302566,75731084,5560628,15457463,235494484,7239924,601786149,443,9178878,0,608204232
212,MultiCare Covington Medical Center,2021,Covington,1957658,0,0,3354172,0,0,1687536,6999366,0,239534,239534,0,0,0,0,0,0,0,0,116622521,504896,0,117127417,0,0,0,0,0,0,0,0,24739208,465978,223773,25428959,0,0,0,0,11721,0,0,11721,0,0,0,0,141373450,970874,223773,142568097,0,0,0,0,0,0,0,0,11539219,3312110,0,14851329,0,0,0,0,0,0,0,0,17359170,1653763,223773,19236706,0,0,0,0,11721,0,0,11721,0,0,0,0,28910110,28910110,28910110,86730330,891504,0,891504,37187,930481,0,967668,0,3424761,3424761,4464172,64806918,71248773,4663215,4531923,0,105830463,251081292,3693,9402705,4727866,269676035
904,BHC Fairfax Hospital Inc,2021,Kirkland,1851536,100793,768488,1622775,82907,341473,-415962,4352010,135127,99396,234523,4313940,0,0,4313940,2024522,0,0,2024522,20055051,0,0,20055051,1036429,40297,0,1076726,0,0,0,0,4300290,170755,10175,4481220,0,0,0,0,401095,0,0,401095,239694,772614,0,1012308,32371021,983666,10175,33364862,0,0,0,0,1087240,114200,0,1201440,5190081,679091,0,5869172,445118,73873,0,518991,0,0,0,0,3179730,326782,10175,3516687,0,0,0,0,340709,47766,0,388475,0,0,0,0,10242878,10242878,10242878,30728634,438340,7587,445927,144114,885290,0,1029404,0,0,0,737646,11170632,48998769,0,1482334,11988568,0,73640303,0,180403,6128794,80687146
919,Navos,2021,Seattle,922676,149382,96498,1078311,0,253168,93146,2593181,0,1076,1076,13804850,0,0,13804850,784944,23401,0,808345,42200508,678782,0,42879290,0,0,0,0,7199325,2015663,208906,9423894,0,0,0,0,0,0,0,0,0,0,0,0,1976713,1114742,2779913,5871368,65966340,3832588,2988819,72787747,0,0,0,0,342574,42740,0,385314,5816173,1229972,0,7046145,0,0,0,0,0,0,0,0,121387,8623,0,130010,0,0,0,0,4453835,972125,208906,5634866,0,0,0,0,10733969,10733969,10733969,32201907,122776,23485,146261,0,145227,0,145227,0,76286,76286,0,7638592,20611097,0,0,0,0,28249689,120,344837,5855316,34449842
922,BHC Fairfax Behavioral Health - Everett,2021,Everett,276861,28953,123857,261750,0,56735,-95221,652935,649669,1208,650877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537021,4107,0,541128,0,0,0,0,4297441,0,0,4297441,6462,426,0,6888,4840924,4533,0,4845457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440814,24461,0,465275,0,0,0,0,2645408,430793,0,3076201,0,0,0,0,3086222,3086222,3086222,9258666,55017,13110,68127,37893,204971,0,242864,0,0,0,143758,2741779,8507113,0,300938,3353248,0,14903078,0,170753,1484740,16702329
923,BHC Fairfax Behavioral Health - Monroe,2021,Monroe,211141,22080,100623,211786,0,46427,-77159,514898,487144,3950,491094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572858,705,298,573861,0,0,0,0,3226502,0,0,3226502,6287,7217,6287,19791,3805647,7922,6585,3820154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465460,27413,298,493171,0,0,0,0,1595085,320000,0,1915085,0,0,0,0,2060545,2060545,2060545,6181635,52834,14042,66876,37191,131837,0,169028,0,0,0,215308,5431633,4146738,0,94649,1020562,0,10693582,0,69055,1026527,12004472
